track_name,artist_name,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_mins
Clause the Mouse,Tekla,169237,4/9/20,7,0.043,0.698,4,-4.443,0,0.04,0.0301,0.0794,0.0786,0.286,133.975,2.820616667
Train,Fire Jane,157443,8/5/20,26,0.286,0.79,1,-4.68,0,0.0661,0.342,3.41E-05,0.0946,0.14,133.03,2.62405
SAD - Imanbek xxx Remix,Rasster,174720,22/5/20,69,0.692,0.757,5,-6.078,0,0.054,0.491,0.00124,0.0863,0.499,124.992,2.912
Never Let Me Down,VIZE,153148,24/4/20,71,0.805,0.848,10,-3.84,1,0.0456,0.207,0,0.114,0.706,127.948,2.552466667
Look into My Eyes,Brando,154653,10/1/20,44,0.431,0.541,1,-7.14,1,0.0543,0.116,7.78E-05,0.121,0.437,115.987,2.57755
Hey Mama,R.I.O.,161150,3/7/20,45,0.407,0.893,7,-5.139,1,0.262,0.00871,0.000249,0.518,0.384,125.003,2.685833333
Candlelight,LIZOT,150772,17/7/20,60,0.57,0.952,0,-5.448,1,0.08,0.00325,0.0114,0.437,0.332,140.188,2.512866667
VALENTINO - Imanbek Remix,24kGoldn,177975,12/6/20,61,0.581,0.795,4,-4.854,1,0.0415,0.0161,0,0.362,0.963,124.007,2.96625
Summer Jam - Alle Farben Remix,The Underdog Project,188098,10/7/20,53,0.439,0.872,4,-4.946,0,0.182,0.0479,0,0.739,0.675,126.053,3.134966667
Imagine,Steve Aoki,225000,17/7/20,62,0.615,0.738,1,-4.92,1,0.0589,0.00334,0.000105,0.12,0.255,119.859,3.75
Higher Ground (feat. John Martin),Martin Garrix,206279,14/5/20,71,0.777,0.619,1,-5.28,1,0.0321,0.0841,0,0.0889,0.382,128.318,3.437983333
Cry for You,Hyperclap,143076,24/7/20,55,0.602,0.895,9,-5.161,1,0.0739,0.302,0,0.0856,0.204,129.92,2.3846
Mad Love (feat. byMIA),Bodybangers,138051,19/6/20,45,0.36,0.854,1,-4.525,1,0.137,0.114,2.81E-06,0.0549,0.524,120.029,2.30085
Sweet Mistake,KAAZE,213164,24/7/20,31,0.22,0.709,8,-5.662,0,0.0428,0.0214,0,0.141,0.559,125.004,3.552733333
Get in Trouble (So What),Dimitri Vegas & Like Mike,161739,5/6/20,65,0.688,0.99,1,-3.877,1,0.128,0.000206,0.376,0.0797,0.0738,138.074,2.69565
Zombie (Zombic & Felix Schorn Remix),Besomorph,160000,15/5/20,66,0.686,0.828,8,-7.841,1,0.125,0.0158,0.00465,0.247,0.398,125.857,2.666666667
Motivation,Bassjackers,197973,10/7/20,39,0.311,0.751,10,-4.929,1,0.0436,0.401,1.25E-05,0.104,0.275,124.052,3.29955
I Need You To Know,Armin van Buuren,180000,10/7/20,56,0.594,0.739,1,-5.341,0,0.0494,0.0221,0,0.561,0.156,127.62,3
On the Way,Giuseppe Vittoria,144379,3/7/20,9,0.058,0.766,6,-5.812,0,0.0867,0.184,0,0.119,0.547,123.997,2.406316667
Fighter - TMW Remix,Klaas,159070,24/7/20,28,0.193,0.889,6,-3.875,0,0.053,0.0374,2.94E-06,0.0936,0.656,125.994,2.651166667
Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,156960,8/5/20,71,0.672,0.828,2,-5.36,1,0.193,0.0247,2.55E-06,0.121,0.6,124.962,2.616
I'm Just Feelin' (Du Du Du),Imanbek,164884,1/5/20,72,0.625,0.657,0,-7.512,1,0.0668,0.179,4.29E-06,0.118,0.548,115.989,2.748066667
Push It Right,MOTi,165958,19/6/20,60,0.557,0.834,7,-5.284,0,0.0363,0.00943,0.0204,0.323,0.438,124.978,2.765966667
Far Away From Home (feat. Leony),Sam Feldt,163200,12/6/20,72,0.728,0.752,0,-5.232,1,0.097,0.58,0,0.105,0.758,199.971,2.72
Superstar,David Puentez,165000,5/3/20,67,0.609,0.725,0,-6.198,1,0.203,0.0624,0,0.1,0.468,119.965,2.75
Enjoy the Silence,Pulsedriver,161000,10/7/20,30,0.206,0.774,1,-6.625,1,0.295,0.00466,5.84E-06,0.114,0.233,97.856,2.683333333
Sweet Dreams,Klaas,158536,10/7/20,49,0.491,0.824,8,-5.507,1,0.0506,0.0216,4.03E-05,0.25,0.642,122.951,2.642266667
All Comes Back To You,R3HAB,160312,25/10/19,60,0.684,0.763,4,-6.872,1,0.0882,0.524,2.64E-06,0.0943,0.516,128.02,2.671866667
Lonely,Gabry Ponte,168888,5/6/20,57,0.48,0.787,10,-3.474,0,0.136,0.0313,0.000185,0.109,0.376,135.071,2.8148
Bassdrum,Scooter,175000,5/6/20,58,0.614,0.697,9,-5.243,0,0.105,0.0128,0.0015,0.0843,0.227,160.032,2.916666667
Ladida (My Heart Goes Boom) [feat. ILIRA],CRISPIE,173333,3/7/20,31,0.338,0.812,0,-4.931,1,0.0307,0.111,2.14E-05,0.137,0.455,126.04,2.888883333
Afraid of You,ALVIDO,182950,1/5/20,37,0.333,0.72,4,-8.261,0,0.0474,0.25,0.156,0.0964,0.46,121.967,3.049166667
911,R3HAB,128695,1/5/20,55,0.529,0.798,11,-8.249,0,0.0509,0.0713,0.104,0.0696,0.133,103.54,2.144916667
KIDS,Alle Farben,184690,15/5/20,62,0.72,0.948,6,-4.829,0,0.374,0.012,5.14E-06,0.157,0.707,125.078,3.078166667
Astronomia,Vicetone,198095,16/9/16,66,0.577,0.945,5,-2.634,1,0.096,0.00561,0.915,0.439,0.325,126.093,3.301583333
Arms Around Me - Jerome Remix,Starley,172968,29/5/20,45,0.55,0.957,7,-3.192,1,0.0881,0.000442,0.000297,0.354,0.126,128.033,2.8828
Life,GATTÜSO,158000,15/5/20,39,0.404,0.752,0,-6.712,0,0.124,0.113,0.0198,0.127,0.326,120.121,2.633333333
Happy Together,Dimitri Vegas & Like Mike,161600,24/4/20,57,0.643,0.884,6,-3.546,0,0.07,0.000773,0.00423,0.0738,0.231,149.918,2.693333333
Hold You,Zombic,158071,5/6/20,40,0.36,0.908,10,-7.972,0,0.153,0.004,0.0094,0.171,0.0331,140.039,2.634516667
Inside My Head (Voices),Don Diablo,155617,1/5/20,46,0.373,0.908,7,-3.754,0,0.295,0.218,0.000716,0.411,0.259,126.047,2.593616667
Now You're Gone,Galwaro,125114,22/5/20,46,0.532,0.876,10,-4.803,0,0.0845,0.119,0.000397,0.0929,0.0395,194.809,2.085233333
Close to Me,ALVIDO,182950,22/5/20,9,0.092,0.566,4,-7.985,0,0.108,0.588,4.89E-06,0.126,0.748,122.008,3.049166667
TV Show,TMW,156190,22/5/20,21,0.136,0.924,5,-3.476,0,0.0446,0.0259,2.41E-05,0.0677,0.518,125.981,2.603166667
Unfamiliar,Seeb,174811,1/5/20,64,0.556,0.677,0,-5.395,1,0.0577,0.00882,0.000147,0.157,0.304,184.573,2.913516667
Heartbeat,Maximo,220786,22/6/20,10,0.038,0.625,3,-8.694,0,0.0487,0.0688,0,0.192,0.186,124.854,3.679766667
Armageddon,Timmy Trumpet,169600,15/5/20,35,0.311,0.817,8,-3.541,1,0.0455,0.051,9.81E-05,0.304,0.182,150.171,2.826666667
Against the Rest,Twisted Harmonies,165580,13/12/19,61,0.679,0.884,6,-3.079,0,0.043,0.0983,0,0.134,0.582,123.913,2.759666667
All on Me,Armin van Buuren,177500,24/4/20,37,0.433,0.733,7,-3.545,0,0.0363,0.00247,0,0.134,0.463,128.033,2.958333333
Sleepwalker,Eastblock Bitches,156707,17/4/20,43,0.44,0.907,7,-4.472,1,0.273,0.00785,0,0.427,0.335,140.023,2.611783333
Somebody's Watching Me,Chico Rose,176640,17/4/20,73,0.738,0.857,1,-4.922,0,0.052,0.0855,9.98E-05,0.0723,0.207,124.963,2.944
Waiting,HBz,175952,7/2/20,57,0.662,0.73,4,-8.788,0,0.0824,0.123,0,0.316,0.164,125.937,2.932533333
Some Say - Felix Jaehn Remix,Nea,186878,10/1/20,79,0.888,0.7,6,-5.591,1,0.0397,0.406,0,0.174,0.637,120.03,3.114633333
Sing For Me (with Mary N'diaye),MOTi,188160,15/5/20,35,0.419,0.828,3,-6.188,0,0.041,0.0212,0,0.0782,0.399,125,3.136
The Bender (with Brando),Matoma,184320,24/4/20,63,0.69,0.882,6,-7.46,1,0.0384,0.0606,0.0132,0.105,0.208,125.005,3.072
Hear Me Tonight,Alok,188500,24/4/20,71,0.713,0.902,8,-2.719,0,0.0526,0.0422,1.80E-05,0.0934,0.355,125.999,3.141666667
Take A Chance,Oliver Heldens,220810,14/2/20,51,0.585,0.929,5,-5.36,1,0.0352,0.000556,0.64,0.14,0.193,125.004,3.680166667
Infinity - Dubdogz & Bhaskar Edit,Dubdogz,196000,31/1/20,72,0.621,0.57,9,-8.589,0,0.0429,0.00412,0.00183,0.0862,0.575,123.979,3.266666667
The Passenger (LaLaLa) [feat. MOKABY],LUM!X,159360,17/1/20,71,0.776,0.771,0,-6.178,0,0.137,0.0609,0.000277,0.209,0.687,125.061,2.656
Ti Amo (LIZOT Remix),Past Present,162461,24/4/20,46,0.543,0.933,8,-4.634,1,0.304,0.0355,0,0.256,0.344,130.204,2.707683333
Good Old Days,Vion Konger,162786,10/4/20,42,0.409,0.826,6,-5.088,1,0.0406,0.169,0.000427,0.0555,0.254,122.039,2.7131
Fight Back,Ummet Ozcan,168527,6/3/20,60,0.671,0.8,7,-6.716,1,0.0533,0.00237,0.763,0.0713,0.128,103.466,2.808783333
Weekend,LIZOT,132775,27/3/20,73,0.803,0.916,8,-5.519,1,0.167,0.0612,0.000341,0.172,0.265,123.937,2.212916667
Dumb (Feat. Charlott Boss),Timmy Trumpet,163200,7/2/20,63,0.593,0.84,0,-4.569,1,0.0375,0.00308,0,0.114,0.232,149.998,2.72
Temperature,Shaky Vibes,242625,3/2/20,58,0.64,0.467,6,-15.129,0,0.165,0.012,0.136,0.133,0.69,128.958,4.04375
You're Not Alone,Bodybangers,163124,27/3/20,48,0.453,0.794,7,-5.006,0,0.0582,0.00819,0.00401,0.131,0.248,128.042,2.718733333
No Scrubs - Jolyon Petch Edit,CALVO,166016,10/4/20,43,0.473,0.871,8,-3.906,0,0.044,0.02,1.02E-05,0.112,0.558,123.047,2.766933333
Run To You,Sam Bird,179574,14/2/20,45,0.519,0.826,9,-5.028,0,0.0322,0.0418,0,0.0974,0.688,124.958,2.9929
Virus,Eastblock Bitches,142408,17/1/20,55,0.551,0.871,3,-4.19,1,0.178,0.00773,6.23E-05,0.101,0.317,129.036,2.373466667
You & Me,le Shuuk,190841,3/4/20,60,0.603,0.917,0,-6.48,0,0.0845,0.00386,0.0163,0.115,0.157,108.752,3.180683333
Monster - Robin Schulz Remix,LUM!X,165947,16/8/19,71,0.707,0.815,8,-6.068,0,0.124,0.133,0,0.11,0.48,126.164,2.765783333
Say a Little Prayer (feat. Gia Koka),Brooks,180097,13/3/20,37,0.287,0.719,6,-3.958,1,0.0536,0.071,3.07E-05,0.459,0.431,127.916,3.001616667
The Evil Folk,KAAZE,157421,21/2/20,53,0.495,0.874,2,-3.426,1,0.0786,0.0196,0,0.258,0.593,127.945,2.623683333
Take My Hand,Jerome,162666,21/2/20,66,0.706,0.782,0,-4.024,0,0.0894,0.000273,0,0.0848,0.345,134.999,2.7111
Do It For You,W&W,191542,13/3/20,51,0.53,0.837,0,-8.223,1,0.16,0.0169,0.000223,0.483,0.504,126.016,3.192366667
Carry On,Martin Jensen,152111,28/2/20,47,0.515,0.668,9,-6.555,0,0.0729,0.011,1.98E-06,0.166,0.692,124.106,2.535183333
Over and Out (feat. Charlott Boss),KSHMR,198400,14/2/20,51,0.548,0.919,9,-3.559,0,0.112,0.00292,0.000883,0.35,0.424,75.045,3.306666667
Kids,Sondr,147725,6/3/20,50,0.57,0.922,5,-4.476,1,0.0571,0.00204,0.000104,0.309,0.338,128.037,2.462083333
Not So Bad (feat. Emie),Yves V,153696,3/1/20,70,0.619,0.674,11,-4.374,1,0.0476,0.00903,0.238,0.154,0.231,126.017,2.5616
Menage A Trois,LIZOT,168508,13/12/19,63,0.586,0.896,10,-5.278,1,0.0657,0.122,0.00418,0.0608,0.483,123.941,2.808466667
Peru,Tungevaag,147656,14/2/20,47,0.533,0.813,7,-4.887,0,0.0746,0.0169,4.83E-06,0.324,0.541,128.019,2.460933333
In Your Eyes - TMW Remix,Steve Brian,222857,5/7/19,35,0.308,0.848,4,-3.662,1,0.0291,0.0259,1.25E-06,0.0929,0.24,125.957,3.714283333
Outta My Head,Love Harder,156987,21/2/20,59,0.566,0.495,9,-6.065,0,0.0453,0.133,0,0.0936,0.598,126.115,2.61645
Get Ready (feat. Blake Shelton & Joe Perry),Pitbull,138750,21/2/20,45,0.532,0.986,7,-4.098,1,0.2,0.000263,1.89E-06,0.61,0.585,128.1,2.3125
Moonlight (feat. Danyka Nadeau & Badjack),Disco Fries,212343,10/5/19,50,0.436,0.835,3,-4.147,1,0.0598,0.0325,0.00124,0.0964,0.113,127.981,3.53905
Falling,Nicky Romero,190078,21/2/20,51,0.432,0.886,1,-4.184,0,0.056,0.0178,4.65E-06,0.253,0.263,137.917,3.167966667
Beautiful Girls,Danny Avila,161683,31/1/20,57,0.649,0.941,8,-3.675,1,0.0453,0.0251,6.53E-05,0.0621,0.363,130.009,2.694716667
In Your Eyes (feat. Alida),Robin Schulz,208222,10/1/20,74,0.647,0.672,8,-5.888,0,0.0716,0.172,1.04E-06,0.0768,0.461,120.018,3.470366667
Cool Kids,Olympis,139047,1/11/19,1,0.083,0.5,8,-11.297,1,0.0511,0.415,3.12E-05,0.13,0.119,126.1,2.31745
Don't Worry (feat. Aloe Blacc),Mesto,175098,29/11/19,54,0.626,0.733,1,-4.572,0,0.0367,0.143,0,0.103,0.549,125.962,2.9183
Lambada,Hr. Troels,186666,31/1/20,64,0.575,0.795,2,-4.633,0,0.0627,0.15,3.17E-06,0.123,0.513,126.082,3.1111
Tonight Tonight,MOTi,158400,24/1/20,33,0.332,0.677,0,-5.632,1,0.061,0.0102,0,0.506,0.322,125.129,2.64
Gimme! Gimme! Gimme!,GAMPER & DADONI,187068,29/11/19,71,0.693,0.748,2,-5.36,0,0.058,0.0151,0.016,0.0729,0.417,125.999,3.1178
Life Is a Highway,Ruan Nagel,218210,30/5/20,62,0.623,0.433,8,-12.389,1,0.119,0.000415,0.0301,0.131,0.452,129.983,3.636833333
Fallen Angel,TIX,173786,20/2/21,76,0.713,0.647,1,-4.973,1,0.0277,0.071,0,0.108,0.281,92.999,2.896433333
What A Time (feat. Niall Horan),Julia Michaels,173306,24/1/19,79,0.806,0.467,0,-6.184,1,0.0302,0.662,0,0.0853,0.386,132.861,2.888433333
GUACAMOLE HOT DOG,Kaayne,107474,26/2/21,26,0.313,0.667,7,-9.094,1,0.259,0.264,0.126,0.133,0.656,173.921,1.791233333
COMMANDO,SINAN,134304,26/2/21,66,0.674,0.751,9,-4.906,0,0.316,0.549,0,0.335,0.799,98.104,2.2384
I Don’t (with DVBBS),Johnny Orlando,174358,24/3/21,66,0.76,0.792,1,-5.002,1,0.116,0.00532,6.07E-06,0.363,0.711,117.031,2.905966667
What A Life,Scarlet Pleasure,185942,1/2/19,63,0.578,0.572,9,-5.095,0,0.0391,0.799,1.89E-06,0.0793,0.64,113.779,3.099033333
Hurts So Good,Astrid S,208728,5/3/21,68,0.617,0.625,7,-5.068,0,0.0468,0.0774,0,0.0934,0.423,120.038,3.4788
Voices,Tusse,184000,27/2/21,78,0.837,0.759,10,-5.222,0,0.0423,0.00237,1.06E-06,0.13,0.396,90.015,3.066666667
Ramenez la coupe à la maison,Vegedream,235555,20/7/18,78,0.789,0.661,0,-6.237,0,0.0395,0.0358,0,0.138,0.804,107.992,3.925916667
beside you,keshi,166023,23/4/21,76,0.709,0.747,0,-6.335,1,0.0523,0.459,0,0.0957,0.852,136,2.76705
Ani Kuni,Polo & Pan,276386,7/5/21,60,0.64,0.623,0,-6.157,1,0.0292,0.198,0.602,0.0753,0.0491,121.002,4.606433333
Geronimo,Sheppard,218227,12/1/15,69,0.596,0.78,7,-6.267,1,0.0805,0.456,0.00152,0.115,0.457,142.028,3.637116667
Mo Bamba,Sheck Wes,183906,5/10/18,78,0.775,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,3.0651
Whatta Man,Salt-N-Pepa,308360,12/10/93,67,0.623,0.544,5,-10.722,1,0.219,0.154,6.07E-05,0.226,0.921,173.208,5.139333333
Runaway,AURORA,248826,11/3/16,38,0.453,0.285,11,-10.13,1,0.045,0.618,7.75E-05,0.104,0.133,172.527,4.1471
Pierre,Ryn Weaver,202733,28/8/15,71,0.646,0.827,9,-4.282,1,0.0484,0.289,2.95E-06,0.719,0.552,100.062,3.378883333
Arcade,Duncan Laurence,185146,12/11/20,82,0.759,0.35,9,-11.639,0,0.0425,0.827,0.00122,0.144,0.279,72.017,3.085766667
Hurts So Good - Maximillian & Kina Version,Astrid S,191375,26/3/21,57,0.613,0.438,7,-7.515,0,0.0437,0.041,0,0.279,0.232,119.817,3.189583333
i don't want you to love me,Mike Vallas,167243,19/3/21,43,0.345,0.676,10,-6.373,0,0.062,0.0961,1.87E-06,0.517,0.471,160.064,2.787383333
Teeth,5 Seconds of Summer,205502,27/3/20,59,0.541,0.454,3,-2.986,0,0.0392,0.0437,3.47E-06,0.0741,0.43,139.007,3.425033333
In The End,Tommee Profitt,234715,22/3/19,63,0.686,0.671,7,-7.445,0,0.0968,0.308,4.07E-05,0.0869,0.102,88.033,3.911916667
Throat Baby (Go Baby) (with DaBaby & City Girls) - Remix,BRS Kash,211609,22/1/21,65,0.733,0.49,4,-8.087,0,0.287,0.0111,0,0.167,0.392,131.996,3.526816667
No More ?'s,Eazy-E,234360,13/9/88,65,0.625,0.805,7,-4.782,1,0.225,0.0143,1.53E-06,0.298,0.624,105.641,3.906
Godspeed,James Blake,173840,11/9/20,68,0.635,0.174,6,-10.313,1,0.043,0.916,0.00602,0.104,0.221,73.773,2.897333333
Imagination,Shawn Mendes,217773,14/4/15,74,0.648,0.455,0,-5.942,1,0.0247,0.0743,0,0.0694,0.333,89.948,3.62955
Let You Down,NF,212120,6/10/17,82,0.919,0.714,5,-5.68,0,0.121,0.312,0,0.179,0.464,147.997,3.535333333
Hold On,Chord Overstreet,198853,3/2/17,82,0.876,0.443,2,-9.681,1,0.0526,0.469,0,0.0829,0.167,119.949,3.314216667
IDK You Yet,Alexander 23,184638,23/6/20,81,0.868,0.308,1,-11.729,1,0.04,0.886,0.0774,0.124,0.198,76.997,3.0773
Someone To You,BANNERS,219800,3/11/17,77,0.738,0.936,2,-3.683,1,0.0455,0.00568,0,0.24,0.663,75.05,3.663333333
Baby I'm Yours,Breakbot,215506,17/9/12,69,0.661,0.792,2,-3.755,0,0.0668,0.726,5.83E-06,0.122,0.758,118.05,3.591766667
Down,Jay Sean,212106,1/1/09,62,0.603,0.695,2,-4.493,1,0.0321,0.0108,0,0.0822,0.683,65.997,3.5351
Lonely (with benny blanco),Justin Bieber,149297,16/10/20,61,0.668,0.226,11,-7.257,0,0.0396,0.879,0,0.115,0.0765,79.968,2.488283333
The Search,NF,248040,30/5/19,73,0.686,0.786,2,-4.788,1,0.297,0.596,0,0.0997,0.39,119.957,4.134
Milkshake,BBY KODIE,109109,16/2/21,70,0.749,0.534,11,-11.152,0,0.28,0.00518,5.97E-05,0.104,0.544,110.035,1.818483333
bury a friend,Billie Eilish,193143,29/3/19,79,0.757,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,3.21905
Stitches,Shawn Mendes,206880,14/4/15,77,0.794,0.754,1,-6.684,1,0.0676,0.0152,0,0.0486,0.746,149.882,3.448
Renegades,X Ambassadors,195200,30/6/15,77,0.713,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,3.253333333
Money Trees,Kendrick Lamar,386906,22/10/12,70,0.74,0.531,7,-7.355,1,0.122,0.0703,0,0.224,0.344,71.994,6.448433333
Toxic,Digga D,190285,17/2/21,66,0.717,0.62,8,-8.37,1,0.442,0.217,0,0.121,0.276,140.221,3.171416667
Maps,Maroon 5,189960,2/9/14,80,0.782,0.713,1,-5.522,0,0.0303,0.0205,0,0.059,0.879,120.032,3.166
Home,Phillip Phillips,210173,1/1/12,60,0.517,0.826,0,-6.04,1,0.0307,0.0256,1.56E-05,0.117,0.322,121.04,3.502883333
SAD,Rasster,174007,28/8/20,46,0.557,0.9,5,-4.153,0,0.107,0.275,0.000124,0.316,0.595,124.985,2.900116667
You Need To Calm Down,Taylor Swift,171360,23/8/19,79,0.756,0.671,2,-5.617,1,0.0553,0.00929,0,0.0637,0.714,85.026,2.856
Dura,Daddy Yankee,200480,18/1/18,72,0.72,0.84,1,-3.416,1,0.051,0.174,0,0.412,0.839,95.001,3.341333333
I Really Like You,Carly Rae Jepsen,204763,2015,69,0.683,0.805,5,-5.538,1,0.0417,0.00564,9.15E-05,0.285,0.586,122.062,3.412716667
Better Days,Hedley,223786,29/9/17,55,0.538,0.728,0,-4.395,1,0.133,0.368,0,0.0548,0.646,93.203,3.729766667
Carol Of The Bells,Lindsey Stirling,166093,19/10/18,59,0.588,0.66,4,-5.993,0,0.0759,0.0274,0.000538,0.0787,0.27,167.956,2.768216667
Bored,Billie Eilish,180933,30/3/17,77,0.722,0.318,7,-12.695,1,0.0478,0.896,0.00239,0.0795,0.112,119.959,3.01555
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,195428,28/8/20,83,0.916,0.658,1,-6.142,0,0.079,0.25,0,0.111,0.462,140.042,3.257133333
parents,YUNGBLUD,171880,18/10/19,76,0.791,0.823,7,-4.76,1,0.0447,0.0132,0,0.288,0.58,82.004,2.864666667
the remedy for a broken heart (why am I so in love),XXXTENTACION,160184,6/9/19,53,0.625,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705,2.669733333
Chun Swae (feat. Swae Lee),Nicki Minaj,370440,10/8/18,45,0.425,0.422,10,-8.019,0,0.0651,0.0651,0.00145,0.137,0.212,141.008,6.174
Heart Attack,Demi Lovato,210840,1/1/13,78,0.711,0.785,8,-4.802,1,0.104,0.0738,0,0.239,0.502,173.968,3.514
Walk (feat. Lil Baby & 42 Dugg),Rylo Rodriguez,276239,27/11/20,57,0.64,0.403,2,-9.204,1,0.562,0.0715,0,0.0871,0.239,159.642,4.603983333
Stayin' Alive,Bee Gees,92866,13/12/77,69,0.654,0.535,10,-19.793,0,0.0436,0.113,0.00615,0.0884,0.641,103.644,1.547766667
Brooklyn Baby,Lana Del Rey,351640,1/1/14,75,0.848,0.664,1,-6.698,1,0.0407,0.542,0.00402,0.11,0.0949,107.747,5.860666667
National Anthem,Lana Del Rey,230520,1/1/12,68,0.695,0.899,0,-5.935,0,0.244,0.531,0.000146,0.0957,0.436,85,3.842
Somebody To You,The Vamps,185097,1/1/14,76,0.689,0.818,3,-5.952,1,0.0358,0.0587,0,0.333,0.896,171.96,3.08495
He's a Pirate,Klaus Badelt,90426,1/1/03,61,0.678,0.695,10,-10.953,1,0.0554,0.0223,0.962,0.117,0.126,70.425,1.5071
Latest Trends,A1 x J1,158117,4/2/21,81,0.815,0.513,5,-10.159,0,0.223,0.085,0,0.12,0.8,141.894,2.635283333
VI SKA BLI FULLA,Ringnes-Ronny,165000,22/1/21,63,0.662,0.616,6,-8.104,0,0.0386,0.00879,0,0.436,0.819,127.948,2.75
Problems,DeathbyRomy,188504,4/10/19,70,0.76,0.554,0,-4.583,1,0.0432,0.226,0.000232,0.181,0.381,145.015,3.141733333
Sofia,Clairo,188386,2/8/19,83,0.733,0.619,0,-9.805,1,0.039,0.598,0.00372,0.231,0.641,112.997,3.139766667
Ett steg fram,Junie,197825,18/9/20,49,0.461,0.726,8,-5.929,1,0.0526,0.0398,0,0.0382,0.647,165,3.297083333
Baby,Justin Bieber,214240,1/1/10,78,0.692,0.859,5,-5.237,0,0.137,0.0401,0,0.111,0.535,65.043,3.570666667
How Bad Can I Be?,Ed Helms,172160,1/1/12,61,0.542,0.866,9,-5.378,1,0.138,0.0708,0,0.0623,0.76,97.992,2.869333333
Bubble Gum (with Yandel),Lele Pons,154436,21/1/21,59,0.536,0.815,1,-3.489,1,0.242,0.194,6.84E-05,0.0651,0.692,90.074,2.573933333
Around the World,Daft Punk,429533,16/1/97,76,0.836,0.795,7,-5.311,1,0.15,0.00356,0.889,0.0906,0.841,121.294,7.158883333
Bitter,FLETCHER,194749,13/5/20,74,0.789,0.594,6,-7.126,0,0.102,0.393,0.00116,0.0889,0.413,136.002,3.245816667
Animals,Maroon 5,231013,2/9/14,80,0.795,0.742,4,-6.46,0,0.0898,0.000185,0,0.593,0.328,189.868,3.850216667
Higher,Eminem,222036,18/12/20,73,0.772,0.82,4,-4.758,0,0.218,0.0143,0,0.674,0.525,148,3.7006
Potential Breakup Song,Aly & AJ,219773,1/1/07,71,0.695,0.89,6,-4.139,0,0.039,0.00082,0.00937,0.564,0.765,158.038,3.662883333
Coke & Mentos,salem ilese,127826,17/11/20,60,0.59,0.663,7,-5.396,1,0.168,0.671,0.0108,0.159,0.75,183.361,2.130433333
Pilfingerdansen - Norsk Versjon,Apekatten,145116,13/11/20,40,0.428,0.814,5,-7.966,1,0.11,0.013,0.0205,0.108,0.792,128.964,2.4186
Love You Less,Marcus & Martinus,198146,2/10/20,44,0.443,0.589,8,-5.553,1,0.0528,0.0407,0,0.0663,0.678,82.014,3.302433333
Make You Mine,PUBLIC,232906,9/8/19,79,0.799,0.799,9,-4.452,1,0.0261,0.0128,0,0.15,0.638,103.014,3.881766667
Roses,Finn Askew,201700,31/7/20,63,0.588,0.595,1,-5.519,1,0.0653,0.592,0,0.123,0.32,114.972,3.361666667
Said Sum,Moneybagg Yo,155168,18/9/20,72,0.65,0.667,8,-6.789,0,0.353,0.0185,0,0.1,0.274,126.998,2.586133333
Pilfingerdansen - Remix,Sigurd Barrett,156360,28/4/20,47,0.502,0.725,0,-9.506,1,0.0777,0.238,0.0538,0.326,0.745,128.98,2.606
Judas,Lady Gaga,249066,23/5/11,69,0.787,0.934,10,-3.848,0,0.0697,0.00108,2.77E-05,0.27,0.53,130.982,4.1511
MotorSport,Migos,303076,26/1/18,74,0.644,0.518,2,-5.32,1,0.183,0.0305,0,0.325,0.188,137.996,5.051266667
Take A Slice,Glass Animals,229717,26/8/16,73,0.714,0.661,9,-7,1,0.1,0.0212,0.000229,0.267,0.63,151.97,3.828616667
Marlboro Nights,Lonely God,68522,28/6/18,74,0.804,0.823,2,-6.635,1,0.311,0.00237,0.000321,0.332,0.782,175.797,1.142033333
Call Me Maybe,Carly Rae Jepsen,193400,1/1/12,79,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28E-06,0.108,0.66,120.021,3.223333333
Trap Queen,Fetty Wap,222093,25/9/15,67,0.703,0.873,7,-3.803,1,0.128,0.0244,0,0.354,0.817,148.075,3.70155
Maniac,Conan Gray,185773,20/3/20,84,0.788,0.639,8,-5.46,1,0.0435,0.00162,0,0.354,0.493,108.045,3.096216667
The Sweet Escape,Gwen Stefani,246466,1/1/06,69,0.753,0.77,1,-3.502,1,0.0343,0.191,0,0.178,0.73,119.961,4.107766667
Touch It,Busta Rhymes,214960,1/1/06,66,0.742,0.551,1,-6.62,1,0.37,0.0043,0.000108,0.197,0.442,138.335,3.582666667
I Kissed A Girl,Katy Perry,179640,17/6/08,74,0.726,0.76,5,-3.173,1,0.0677,0.00223,0,0.132,0.696,129.996,2.994
Everything Is Not As It Seems - Series Theme Song,Selena Gomez,50613,1/1/09,52,0.492,0.766,5,-5.937,0,0.0919,0.0549,0,0.0946,0.921,124.896,0.84355
Stay,Zedd,210090,23/2/17,77,0.833,0.622,5,-5.025,0,0.0622,0.253,0,0.116,0.544,102.04,3.5015
